payment_id,policy_id,payment_date,amount,payment_mode,status
1539,46668,2022-02-10,38784,UPI,Success
1540,24129,2023-01-22,19417,UPI,Pending
1541,62872,2022-03-25,58607,NetBanking,Success
1542,55505,2024-02-28,57665,Cash,Failed
1543,25999,2023-12-31,11430,Card,Pending
1544,54860,2024-01-01,40392,NetBanking,Success
1545,18644,2023-02-11,53575,UPI,Success
1546,22065,2022-09-08,52114,NetBanking,Success
1547,64774,2022-12-29,10717,NetBanking,Success
1548,69254,2022-03-28,52989,Cash,Success
1549,8876,2024-03-18,39569,Cash,Failed
1550,69311,2023-05-14,18805,UPI,Success
1551,60257,2023-07-04,20944,Cash,Success
1552,15894,2023-11-24,50791,UPI,Success
1553,7691,2023-08-06,10177,Cash,Success
1554,44388,2023-02-14,17109,NetBanking,Success
1555,53344,2024-02-25,11022,Cash,Success
1556,69821,2022-05-10,19884,Cash,Failed
1557,16221,2023-04-14,42403,UPI,Success
1558,43177,2023-01-31,49225,Cash,Success
1559,1821,2024-02-08,10835,UPI,Success
1560,527,2023-07-31,6000,Cash,Failed
1561,6942,2023-06-27,44879,Cash,Success
1562,18106,2024-02-14,29275,Cash,Success
1563,34595,2023-09-30,26939,NetBanking,Success
1564,23095,2024-05-11,39691,Cash,Success
1565,53422,2023-09-27,2306,Cash,Success
1566,28774,2022-05-02,7966,NetBanking,Success
1567,46297,2022-01-18,23221,UPI,Success
1568,44351,2024-02-18,13026,Cash,Success
1569,17458,2024-06-05,28792,NetBanking,Success
1570,32657,2023-08-03,13309,Card,Success
1571,30275,2024-02-22,22668,NetBanking,Success
1572,33362,2022-04-13,8437,Card,Success
1573,57471,2023-05-26,21644,Card,Success
1574,37808,2023-02-24,38572,UPI,Success
1575,46159,2023-03-28,45706,Cash,Success
1576,7725,2024-05-29,6369,Cash,Pending
1577,62103,2023-02-02,29974,Card,Failed
1578,13180,2022-12-21,57958,NetBanking,Success
1579,37241,2022-10-23,40486,NetBanking,Success
1580,62166,2022-02-20,29113,Card,Pending
1581,40017,2023-10-03,17733,Card,Success
1582,43836,2023-06-16,9631,Cash,Success
1583,62051,2022-03-23,8280,NetBanking,Success
1584,18470,2022-02-18,48014,NetBanking,Success
1585,31815,2023-02-24,35450,UPI,Success
1586,12362,2022-10-07,6200,Card,Success
1587,38983,2023-12-02,16486,NetBanking,Pending
1588,43657,2023-04-28,9384,Cash,Success
1589,62129,2022-11-10,48205,Cash,Success
1590,35918,2022-08-20,59451,NetBanking,Pending
1591,7740,2023-05-03,26260,Cash,Success
1592,48089,2022-12-23,58020,Card,Success
1593,35829,2024-05-28,5775,Cash,Success
1594,28856,2022-03-19,37916,UPI,Success
1595,46444,2023-02-02,36609,Cash,Pending
1596,63691,2022-10-03,24278,UPI,Success
1597,9192,2023-01-23,49038,NetBanking,Success
1598,43297,2022-07-08,25923,NetBanking,Success
1599,9048,2023-08-24,31750,Cash,Success
1600,26695,2024-04-01,13652,UPI,Success
1601,56001,2023-11-20,24895,Card,Success
1602,41497,2024-05-18,30426,UPI,Success
1603,53004,2023-02-16,11863,NetBanking,Failed
1604,65042,2023-04-20,39133,Card,Success
1605,15153,2024-02-20,45288,UPI,Success
1606,22345,2023-01-10,39963,UPI,Success
1607,9288,2022-03-23,33501,Cash,Success
1608,7524,2023-04-22,58145,Card,Success
1609,28610,2023-12-24,17049,Card,Success
1610,12548,2022-01-14,9438,Cash,Success
1611,46121,2024-04-03,42816,Card,Failed
1612,12640,2022-01-25,2523,NetBanking,Success
1613,35959,2023-08-19,32987,NetBanking,Success
1614,50046,2023-01-02,5582,UPI,Success
1615,21598,2023-06-23,12196,NetBanking,Failed
1616,10595,2024-04-28,34529,Card,Success
1617,35982,2024-05-04,19718,Cash,Success
1618,55331,2024-02-24,44501,Cash,Success
1619,41745,2023-06-18,41878,NetBanking,Success
1620,13411,2022-06-02,27356,NetBanking,Success
1621,2464,2022-05-07,42716,UPI,Success
1622,21815,2024-05-29,10661,Cash,Success
1623,61225,2022-09-11,2544,Cash,Success
1624,332,2022-11-25,59359,UPI,Success
1625,32524,2022-02-25,9974,UPI,Failed
1626,27885,2024-04-23,9600,NetBanking,Success
1627,66963,2024-06-02,31046,Card,Success
1628,47474,2023-04-08,43723,Cash,Success
1629,49227,2022-05-27,12066,UPI,Failed
1630,68968,2024-02-13,44472,Card,Success
1631,5993,2022-10-01,41117,UPI,Success
1632,36700,2023-12-09,12184,UPI,Success
1633,23512,2023-11-18,3135,Card,Failed
1634,53166,2022-08-06,15128,NetBanking,Success
1635,22037,2023-08-23,31909,Cash,Success
1636,68103,2022-05-28,48164,Cash,Success
1637,20537,2022-10-08,4624,Card,Success
1638,24104,2024-05-29,5519,Cash,Success
1639,48630,2022-01-20,3304,UPI,Failed
1640,44864,2023-12-05,44475,UPI,Failed
1641,57619,2024-05-10,6581,Card,Success
1642,24956,2022-07-15,14417,UPI,Success
1643,67158,2022-05-31,9884,Card,Failed
1644,19202,2022-06-06,15358,UPI,Success
1645,39989,2022-02-08,49223,Card,Success
1646,61560,2022-06-27,10495,Card,Success
1647,10648,2022-11-12,18206,Card,Success
1648,28453,2022-05-08,40547,Cash,Success
1649,20905,2023-12-16,50556,NetBanking,Failed
1650,66249,2022-09-26,2129,Card,Failed
1651,60076,2023-04-23,43724,UPI,Success
1652,28868,2024-02-16,43209,Card,Success
1653,58238,2022-08-08,42020,Card,Success
1654,48247,2023-03-25,8141,NetBanking,Success
1655,17400,2023-02-19,30398,UPI,Success
1656,33235,2022-03-12,22342,NetBanking,Success
1657,6687,2023-12-13,10515,Cash,Success
1658,25446,2023-12-12,32463,Card,Success
1659,12027,2022-09-09,51801,Cash,Success
1660,9140,2024-04-05,52673,Card,Pending
1661,68553,2022-10-05,24472,Card,Failed
1662,42640,2024-04-28,12840,Card,Success
1663,68601,2022-02-02,20467,UPI,Failed
1664,53653,2022-06-04,52186,NetBanking,Success
1665,59277,2022-04-16,11409,Cash,Success
1666,44628,2022-01-08,48300,Card,Success
1667,48756,2022-09-12,27190,Card,Success
1668,48306,2022-08-16,7931,UPI,Success
1669,64423,2022-04-12,16160,NetBanking,Success
1670,59933,2023-06-11,42172,Cash,Failed
1671,3712,2023-09-28,17298,NetBanking,Success
1672,7592,2023-01-16,37798,Cash,Failed
1673,3070,2022-07-07,46169,UPI,Success
1674,3808,2023-12-02,47072,Cash,Success
1675,63905,2022-08-20,3583,Card,Success
1676,15512,2022-09-18,6490,Card,Success
1677,42951,2022-08-10,35133,Cash,Success
1678,36820,2023-12-06,59610,Cash,Success
1679,55190,2022-04-12,53714,Cash,Success
1680,25514,2022-11-22,26195,UPI,Pending
1681,9484,2022-12-25,18161,NetBanking,Success
1682,26523,2024-04-02,12441,Cash,Failed
1683,18594,2022-04-16,46037,NetBanking,Pending
1684,16785,2022-05-10,48956,UPI,Success
1685,44457,2022-06-13,40177,NetBanking,Success
1686,22153,2023-12-25,2088,NetBanking,Success
1687,15031,2022-09-21,12863,NetBanking,Pending
1688,51204,2022-04-04,9842,UPI,Success
1689,4970,2022-02-05,4402,Cash,Success
1690,59337,2022-04-09,54536,NetBanking,Success
1691,43869,2022-03-29,55554,Card,Success
1692,57110,2023-08-02,2759,NetBanking,Success
1693,852,2022-09-13,25028,NetBanking,Failed
1694,8871,2023-01-13,19022,NetBanking,Success
1695,30720,2023-07-17,18656,Cash,Success
1696,48115,2022-04-11,21162,Cash,Success
1697,7988,2023-05-26,13748,Cash,Success
1698,19561,2023-02-06,50456,UPI,Failed
1699,33197,2023-10-09,44607,Card,Success
1700,57678,2023-06-09,41870,Card,Success
1701,33914,2023-03-03,19628,Card,Pending
1702,56887,2022-08-12,4499,NetBanking,Success
1703,22692,2022-12-13,28667,UPI,Success
1704,40877,2023-11-08,57289,NetBanking,Pending
1705,32499,2023-05-20,31491,UPI,Failed
1706,16384,2023-04-03,4922,NetBanking,Success
1707,18316,2024-02-13,37995,Card,Success
1708,52043,2024-02-16,5335,Cash,Success
1709,9241,2024-05-12,56335,UPI,Success
1710,39502,2024-05-14,43471,Card,Success
1711,59751,2023-11-27,48188,Cash,Success
1712,4631,2023-07-29,24003,UPI,Success
1713,41476,2024-05-14,59397,Card,Success
1714,24023,2023-06-05,10417,UPI,Success
1715,22775,2024-03-04,29398,UPI,Success
1716,14641,2022-10-17,16345,NetBanking,Failed
1717,39582,2024-06-14,12801,UPI,Success
1718,14561,2023-02-24,52366,NetBanking,Success
1719,52485,2024-03-13,35025,UPI,Success
1720,40476,2024-04-07,40998,UPI,Failed
1721,39366,2022-01-21,19134,NetBanking,Failed
1722,23335,2022-02-08,55765,UPI,Success
1723,53873,2022-03-10,3033,UPI,Failed
1724,8135,2023-05-23,57428,Cash,Success
1725,60641,2022-07-22,13336,Card,Success
1726,62167,2022-07-19,53024,UPI,Success
1727,44465,2022-07-11,23574,Card,Success
1728,56208,2023-06-02,16783,Card,Success
1729,7275,2022-09-29,16043,UPI,Success
1730,36057,2022-09-05,7967,Card,Success
1731,59989,2022-01-09,6174,NetBanking,Success
1732,54932,2023-08-16,15678,NetBanking,Success
1733,22500,2022-08-04,56214,UPI,Success
1734,27629,2023-09-26,44492,NetBanking,Success
1735,57817,2023-07-29,55940,Card,Success
1736,67214,2022-07-04,37220,NetBanking,Success
1737,55083,2023-01-14,8127,Cash,Pending
1738,59943,2023-01-10,49637,Card,Success
1739,49892,2023-02-13,53729,Cash,Success
1740,51848,2023-10-23,59353,Card,Success
1741,16342,2022-05-02,42436,NetBanking,Success
1742,18656,2023-11-16,25563,UPI,Success
1743,53772,2024-05-22,53979,Card,Success
1744,65701,2024-01-09,49955,UPI,Success
1745,38427,2023-02-12,7814,NetBanking,Success
1746,51750,2023-06-26,6507,UPI,Success
1747,20959,2023-02-27,2157,Cash,Success
1748,34506,2024-01-03,8051,NetBanking,Success
1749,4369,2022-11-03,32892,Card,Success
1750,30827,2023-07-02,58865,Cash,Success
1751,61800,2022-04-05,7456,Card,Success
1752,62239,2023-06-11,46717,Card,Success
1753,43121,2022-04-19,3275,Card,Success
1754,16781,2024-01-26,43515,NetBanking,Pending
1755,62071,2022-03-26,40808,Card,Success
1756,22882,2023-12-27,57177,UPI,Success
1757,23222,2022-05-29,6295,UPI,Success
1758,44175,2022-04-15,35274,Cash,Success
1759,19922,2022-07-18,54967,Cash,Success
1760,36089,2022-02-20,47958,Cash,Success
1761,16250,2022-05-29,23324,NetBanking,Success
1762,38872,2024-05-06,40556,NetBanking,Success
1763,41600,2022-05-31,41853,Cash,Success
1764,40197,2022-03-05,38489,NetBanking,Success
1765,60618,2022-08-16,3556,UPI,Failed
1766,835,2024-03-02,37551,NetBanking,Pending
1767,68990,2022-09-25,56765,Card,Success
1768,50423,2023-06-23,52138,Cash,Success
1769,61542,2023-08-10,44703,Card,Success
1770,44068,2022-01-10,4374,Card,Success
1771,31669,2023-10-27,59181,NetBanking,Success
1772,13988,2023-06-12,39272,Cash,Success
1773,7080,2023-05-09,57024,Card,Success
1774,53656,2024-03-01,7805,NetBanking,Success
1775,43168,2022-06-15,31351,UPI,Success
1776,53675,2024-01-17,54866,Cash,Success
1777,21341,2023-03-30,50339,Card,Success
1778,61582,2022-06-08,26864,UPI,Success
1779,37039,2024-01-28,8312,UPI,Success
1780,34417,2022-08-06,19868,NetBanking,Success
1781,9530,2022-12-04,53835,UPI,Success
1782,27063,2022-05-15,38749,Cash,Success
1783,47521,2022-03-09,32531,Cash,Pending
1784,6999,2022-04-04,49682,Card,Success
1785,68160,2022-04-14,19511,Cash,Success
1786,27746,2023-05-23,21740,Cash,Success
1787,35452,2024-05-12,27673,UPI,Success
1788,42791,2022-05-07,26373,UPI,Success
1789,60734,2023-07-08,24963,NetBanking,Success
1790,38773,2023-08-04,8543,Card,Success
1791,18410,2023-07-23,47693,Card,Success
1792,25165,2024-05-17,25568,Card,Success
1793,3525,2024-03-01,59474,Cash,Success
1794,10328,2022-09-19,6608,NetBanking,Success
1795,65922,2023-03-27,24815,Card,Success
1796,41819,2023-12-09,51524,Cash,Success
1797,64775,2024-03-29,14833,NetBanking,Success
1798,2249,2023-07-31,50047,Card,Failed
1799,39708,2023-04-07,10208,UPI,Success
1800,44973,2023-08-03,38656,Cash,Pending
1801,35492,2022-01-27,2178,Card,Success
1802,12094,2023-03-11,38466,UPI,Pending
1803,17157,2022-09-15,25318,UPI,Success
1804,35518,2024-02-14,57117,UPI,Success
1805,26483,2023-01-28,47714,Card,Success
1806,7003,2022-11-18,34948,Cash,Failed
1807,14938,2022-05-14,56383,Card,Success
1808,47987,2022-08-09,57379,Card,Success
1809,3480,2022-05-25,7103,UPI,Success
1810,28640,2023-01-08,20693,Card,Success
1811,41441,2022-03-20,29065,NetBanking,Success
1812,28540,2024-02-24,45861,Cash,Failed
1813,2717,2022-04-22,54079,Card,Success
1814,58388,2024-05-24,50192,UPI,Success
1815,67959,2023-06-05,49266,Cash,Success
1816,20504,2022-04-05,45392,Card,Failed
1817,445,2022-09-04,22359,Card,Success
1818,3499,2023-07-23,16476,Cash,Success
1819,63422,2022-05-26,55541,Card,Success
1820,25971,2023-08-24,2673,UPI,Success
1821,3583,2022-10-21,37930,NetBanking,Success
1822,59767,2022-10-01,8756,NetBanking,Success
1823,58517,2023-07-10,7236,NetBanking,Success
1824,10339,2022-03-30,4117,UPI,Success
1825,4973,2024-05-20,51634,Card,Success
1826,10285,2022-10-18,51112,NetBanking,Success
1827,67529,2023-08-21,27809,UPI,Success
1828,33891,2022-12-24,24542,NetBanking,Success
1829,2009,2023-01-30,12656,NetBanking,Success
1830,31592,2024-01-03,43759,UPI,Success
1831,11967,2024-04-16,23382,Cash,Success
1832,33119,2024-02-02,30053,Card,Success
1833,14506,2022-11-06,49685,NetBanking,Success
1834,26996,2022-10-01,17689,NetBanking,Success
1835,40777,2022-09-20,3423,UPI,Pending
1836,50083,2024-06-12,27708,Cash,Success
1837,29954,2022-11-07,32071,UPI,Success
1838,41199,2023-02-03,59990,UPI,Success
1839,22324,2022-11-12,39833,Cash,Success
1840,35164,2023-02-21,32997,NetBanking,Success
1841,62116,2023-12-03,7513,Cash,Success
1842,22497,2023-08-19,48828,NetBanking,Success
1843,27174,2023-06-14,32599,NetBanking,Success
1844,36746,2024-02-16,2400,NetBanking,Success
1845,51718,2024-01-15,37024,Cash,Success
1846,67386,2022-12-29,5243,UPI,Success
1847,43119,2023-08-25,17795,Card,Success
1848,32073,2022-05-31,18859,Cash,Success
1849,4198,2023-07-07,55647,NetBanking,Success
1850,5483,2023-09-01,17839,Cash,Success
1851,3546,2023-08-20,54912,Card,Success
1852,62457,2023-08-09,38732,Cash,Success
1853,1846,2023-03-03,47761,NetBanking,Pending
1854,601,2023-09-04,44898,UPI,Success
1855,65573,2024-05-15,33912,UPI,Success
1856,42603,2022-06-20,25368,UPI,Success
1857,12425,2022-11-26,43015,Cash,Failed
1858,58052,2022-05-11,57630,UPI,Success
1859,64077,2023-04-08,9659,UPI,Success
1860,47078,2024-05-29,10387,UPI,Success
1861,50544,2024-06-12,10736,Card,Success
1862,7042,2022-08-15,13233,Cash,Success
1863,60296,2023-04-08,19652,NetBanking,Success
1864,20081,2024-01-08,12086,NetBanking,Success
1865,26605,2022-12-15,41557,Cash,Success
1866,55745,2023-09-22,9655,UPI,Success
1867,55919,2023-12-23,16805,NetBanking,Failed
1868,60845,2022-03-01,59179,NetBanking,Success
1869,54092,2023-02-25,12144,UPI,Success
1870,13103,2022-09-13,15677,UPI,Success
1871,45732,2024-04-26,11795,NetBanking,Success
1872,7998,2023-10-20,30438,NetBanking,Success
1873,31294,2023-06-10,12267,Card,Success
1874,53355,2022-10-26,7197,UPI,Success
1875,44504,2022-10-30,47798,NetBanking,Success
1876,7750,2024-01-03,4421,Cash,Failed
1877,14699,2022-06-08,40148,NetBanking,Success
1878,60767,2023-07-03,29404,UPI,Success
1879,65560,2023-10-12,24415,Card,Success
1880,60932,2022-06-20,45984,Cash,Success
1881,1287,2024-04-07,38241,UPI,Success
1882,3827,2022-06-28,33402,NetBanking,Success
1883,47057,2024-06-17,20144,Cash,Success
1884,65697,2023-06-21,48322,Card,Success
1885,5787,2022-06-10,41867,UPI,Success
1886,7146,2022-02-26,56191,Cash,Success
1887,1217,2024-03-27,42880,UPI,Failed
1888,59284,2023-12-31,21613,NetBanking,Success
1889,48878,2023-08-12,21947,NetBanking,Success
1890,29789,2022-10-17,39709,Cash,Success
1891,13141,2022-02-03,8414,Cash,Success
1892,27422,2023-11-09,3720,Card,Success
1893,11675,2023-09-09,20492,Cash,Success
1894,38759,2023-09-03,33231,Cash,Success
1895,14398,2023-01-07,29407,Card,Success
1896,27149,2022-03-14,53430,Cash,Success
1897,52958,2023-03-02,33189,NetBanking,Success
1898,48781,2022-12-24,25099,Cash,Success
1899,1297,2024-02-08,37965,NetBanking,Success
1900,5702,2022-01-13,42533,NetBanking,Success
1901,11172,2024-05-30,10061,NetBanking,Success
1902,18475,2023-09-09,23513,Card,Success
1903,572,2022-11-18,31290,UPI,Success
1904,49202,2022-03-19,11549,UPI,Success
1905,33949,2022-12-26,55526,NetBanking,Pending
1906,67031,2023-04-04,33345,UPI,Failed
1907,36625,2023-12-11,42617,UPI,Success
1908,64481,2023-07-06,51973,Cash,Success
1909,64412,2023-05-01,10433,NetBanking,Success
1910,36263,2023-06-26,41178,NetBanking,Success
1911,17056,2022-09-10,45185,Card,Success
1912,56079,2023-06-03,47952,UPI,Success
1913,36795,2022-04-09,31249,Cash,Failed
1914,69435,2023-11-25,29110,Card,Success
1915,5580,2024-03-14,12935,Cash,Success
1916,54646,2023-07-25,37218,Card,Success
1917,54547,2023-02-16,59017,NetBanking,Success
1918,42321,2023-08-08,55329,UPI,Success
1919,28958,2022-02-14,27932,Cash,Success
1920,17975,2023-07-01,40044,Cash,Success
1921,27354,2024-02-15,58418,Cash,Success
1922,18728,2024-04-29,40987,UPI,Pending
1923,16204,2023-05-28,49204,Card,Success
1924,36831,2022-04-21,40020,Cash,Success
1925,50387,2022-08-06,59952,Card,Success
1926,30374,2023-11-09,25861,Card,Success
1927,34565,2023-05-15,18764,Card,Success
1928,8288,2023-02-15,34065,Cash,Success
1929,15463,2022-11-20,13149,Cash,Success
1930,28283,2022-03-25,40101,UPI,Success
1931,53463,2022-09-18,9845,UPI,Success
1932,52435,2023-06-21,3641,NetBanking,Success
1933,55916,2024-04-29,54953,Card,Success
1934,20095,2023-05-06,45211,UPI,Success
1935,28657,2022-01-11,58364,NetBanking,Success
1936,67672,2023-02-11,33143,UPI,Success
1937,16804,2022-10-15,2915,Card,Failed
1938,18031,2022-10-30,33918,NetBanking,Success
1939,22356,2022-03-03,25770,UPI,Success
1940,19086,2024-03-25,35800,Card,Success
1941,11396,2024-04-24,20433,Cash,Success
1942,11482,2023-08-07,30849,UPI,Failed
1943,66,2023-08-07,36744,Cash,Success
1944,39393,2022-11-19,45311,Card,Success
1945,60733,2023-08-21,14216,Cash,Success
1946,30453,2023-12-03,14396,Card,Success
1947,605,2022-02-24,18336,UPI,Failed
1948,32461,2023-06-22,43186,Cash,Success
1949,2615,2024-06-15,48467,Cash,Success
1950,34722,2024-02-05,52986,UPI,Success
1951,21664,2023-12-11,17594,NetBanking,Success
1952,14468,2023-05-07,33739,UPI,Pending
1953,48039,2022-06-09,49273,Cash,Pending
1954,3516,2023-03-15,53332,Card,Success
1955,64961,2022-05-14,46608,Cash,Success
1956,32469,2022-10-07,34789,NetBanking,Success
1957,67831,2023-01-18,3943,Cash,Success
1958,17968,2022-05-21,23722,Cash,Pending
1959,35038,2022-03-06,51937,Cash,Success
1960,30600,2022-05-29,16931,Cash,Success
1961,1500,2022-07-03,16578,UPI,Success
1962,69193,2024-06-01,48278,UPI,Success
1963,24796,2023-02-25,7168,UPI,Success
1964,17926,2022-11-23,27224,NetBanking,Success
1965,4509,2023-04-03,32482,UPI,Success
1966,32550,2022-12-26,45197,Card,Success
1967,14822,2023-06-15,5902,NetBanking,Success
1968,55321,2024-03-29,15993,NetBanking,Success
1969,44620,2022-03-07,27494,Cash,Success
1970,45840,2024-06-12,23776,UPI,Success
1971,64589,2022-12-08,17706,Card,Success
1972,67156,2024-01-11,4426,NetBanking,Success
1973,11340,2024-03-18,50605,Cash,Success
1974,51738,2022-01-26,28843,Card,Success
1975,22558,2022-05-26,30105,Cash,Success
1976,59132,2022-02-20,54051,Card,Success
1977,1837,2022-02-26,35424,UPI,Success
1978,46636,2022-10-30,31973,Cash,Success
1979,46916,2024-05-31,25094,NetBanking,Success
1980,46074,2022-05-11,29598,UPI,Success
1981,30566,2023-10-27,43894,Cash,Success
1982,11595,2023-12-11,32395,Card,Success
1983,46808,2022-09-28,42714,Card,Success
1984,65140,2022-02-27,24035,Card,Success
1985,41371,2022-11-19,5184,NetBanking,Success
1986,16448,2022-01-27,42741,Card,Success
1987,60117,2023-12-15,36895,Card,Success
1988,2660,2022-02-24,3512,Card,Success
1989,3030,2022-06-20,5671,Card,Success
1990,42583,2023-02-28,12921,NetBanking,Success
1991,37427,2022-09-02,46594,NetBanking,Failed
1992,55627,2023-04-15,40392,UPI,Success
1993,13556,2023-06-06,30892,Cash,Pending
1994,43926,2023-04-27,58249,Card,Success
1995,15737,2023-04-18,22710,NetBanking,Success
1996,39200,2022-12-28,20158,UPI,Success
1997,60933,2023-09-25,59783,NetBanking,Success
1998,19149,2022-07-03,36061,Cash,Success
1999,46131,2023-11-01,4435,Card,Success
2000,49923,2023-03-06,10857,Card,Success
2001,23881,2022-12-13,21490,Cash,Failed
2002,65825,2022-10-20,55073,Card,Success
2003,10023,2023-12-07,37912,UPI,Success
2004,61454,2022-03-19,55417,Card,Success
2005,35461,2022-03-29,29253,UPI,Success
2006,62568,2024-01-11,19589,Cash,Success
2007,26912,2024-06-13,14362,Card,Success
2008,55449,2022-05-31,7486,NetBanking,Success
2009,66820,2023-10-18,26458,UPI,Success
2010,46201,2022-07-29,28771,Card,Pending
2011,17440,2022-03-09,22930,Card,Success
2012,40572,2022-03-31,46277,Cash,Success
2013,39814,2023-07-07,12977,NetBanking,Success
2014,50828,2023-12-04,59939,Card,Failed
2015,66669,2022-01-17,6533,Cash,Success
2016,59562,2022-01-17,39345,Cash,Success
2017,22145,2022-10-13,54203,Cash,Success
2018,41504,2024-01-03,33054,NetBanking,Success
2019,63459,2023-06-18,59521,NetBanking,Success
2020,39,2023-08-30,41542,Cash,Success
2021,22676,2022-05-18,26364,Card,Success
2022,2583,2023-07-23,54409,Cash,Success
2023,41008,2023-09-27,19833,Card,Success
2024,8326,2023-12-26,18115,Card,Success
2025,60279,2023-07-21,53460,NetBanking,Success
2026,27240,2022-08-10,32252,Card,Success
2027,18063,2024-03-26,5132,Card,Success
2028,2510,2023-01-13,24399,Card,Success
2029,33685,2022-03-01,28574,NetBanking,Success
2030,42727,2023-09-23,52548,NetBanking,Success
2031,32833,2023-12-09,55480,Card,Success
2032,5369,2022-04-16,32526,Cash,Failed
2033,56979,2024-04-06,36328,UPI,Success
2034,65281,2023-10-17,45432,Card,Success
2035,47525,2022-04-20,7824,Card,Success
2036,54284,2023-04-05,59562,Cash,Success
2037,32439,2023-10-26,58412,Card,Pending
2038,14692,2023-11-16,53486,UPI,Success
2039,161,2024-04-09,25780,Card,Success
2040,11158,2022-04-07,35275,UPI,Success
2041,9730,2022-01-23,13832,Card,Success
2042,34710,2022-11-11,55010,NetBanking,Success
2043,19081,2023-09-28,53234,Cash,Success
2044,10072,2023-06-27,37201,Cash,Success
2045,56205,2022-12-07,27170,Card,Success
2046,17942,2022-08-28,15937,Card,Success
2047,19030,2023-06-15,5125,Card,Success
2048,2143,2024-02-20,9353,NetBanking,Success
2049,20263,2023-10-17,40609,NetBanking,Success
2050,51319,2022-06-14,56087,Card,Success
2051,33006,2023-11-23,6346,Cash,Success
2052,40393,2023-09-18,50432,NetBanking,Success
2053,38042,2022-01-12,27050,NetBanking,Failed
2054,51989,2022-10-22,40356,NetBanking,Success
2055,4010,2022-09-27,58512,Card,Success
2056,1780,2023-01-26,59150,NetBanking,Success
2057,4334,2023-11-06,31912,NetBanking,Failed
2058,59643,2022-10-19,57852,UPI,Success
2059,67011,2023-12-30,44249,Cash,Success
2060,59561,2023-01-27,23064,Cash,Success
2061,11594,2022-10-10,40515,Card,Failed
2062,23227,2023-12-16,15308,UPI,Success
2063,44294,2023-04-15,23819,UPI,Success
2064,36751,2023-06-25,40692,Card,Success
2065,25124,2023-06-08,29630,Cash,Failed
2066,62684,2022-04-24,7541,NetBanking,Success
2067,53880,2022-04-19,5448,Cash,Failed
2068,49893,2024-02-26,2950,UPI,Pending
2069,18227,2022-09-10,24652,Card,Success
2070,20452,2022-09-28,58707,Cash,Success
2071,55826,2022-11-17,46645,Cash,Success
2072,16911,2022-12-26,27884,UPI,Success
2073,32646,2022-12-08,7201,Card,Success
2074,55115,2022-04-11,38390,UPI,Success
2075,18535,2022-04-25,51640,UPI,Success
2076,42412,2022-10-15,4834,UPI,Success
2077,31920,2024-03-28,17899,Card,Success
2078,54267,2022-09-18,32685,Card,Success
2079,25057,2022-12-01,58505,NetBanking,Success
2080,64335,2023-06-10,13768,Cash,Success
2081,65979,2023-07-17,28390,NetBanking,Failed
2082,40961,2023-06-08,49280,Cash,Failed
2083,47328,2023-10-28,18419,UPI,Success
2084,57508,2022-07-31,53922,Cash,Success
2085,12992,2022-03-10,33366,UPI,Success
2086,30025,2024-03-12,28704,NetBanking,Success
2087,17532,2023-03-05,9417,Cash,Success
2088,41961,2024-06-01,19916,NetBanking,Success
2089,32783,2022-04-05,19576,Card,Pending
2090,27216,2022-04-08,3343,UPI,Success
2091,61107,2023-12-19,2884,Cash,Success
2092,22192,2024-04-03,59526,NetBanking,Success
2093,27967,2022-04-30,27855,NetBanking,Success
2094,63124,2022-04-12,39168,Card,Success
2095,50688,2023-11-07,4530,Cash,Success
2096,9843,2023-01-13,26728,Cash,Success
2097,49213,2022-02-02,24793,Cash,Success
2098,49294,2022-03-28,9002,UPI,Success
2099,10290,2022-05-06,41220,Cash,Success
2100,55061,2022-04-12,32393,Cash,Success
2101,17099,2022-12-27,59993,Cash,Success
2102,11577,2022-07-27,12940,Cash,Success
2103,67136,2023-07-14,17011,UPI,Success
2104,31865,2023-10-24,18222,NetBanking,Success
2105,24041,2022-06-01,10812,Card,Success
2106,15797,2022-11-25,49157,Card,Failed
2107,39358,2024-01-16,9248,UPI,Success
2108,6776,2022-09-03,57327,Cash,Success
2109,25417,2022-10-29,34343,UPI,Success
2110,18936,2023-04-19,19480,NetBanking,Success
2111,2554,2024-05-18,6307,NetBanking,Failed
2112,58873,2023-08-26,41797,Card,Success
2113,39482,2023-02-23,40518,UPI,Failed
2114,57914,2023-11-05,59431,Card,Success
2115,51450,2023-01-01,16919,NetBanking,Success
2116,191,2022-03-06,43417,Card,Success
2117,36044,2023-04-16,49698,NetBanking,Success
2118,66683,2022-04-03,10269,NetBanking,Success
2119,26782,2024-06-02,33306,NetBanking,Success
2120,67736,2023-12-14,20021,Cash,Success
2121,44019,2023-11-03,12864,Cash,Success
2122,47311,2024-05-13,15080,NetBanking,Failed
2123,37422,2023-07-18,43263,Card,Success
2124,62665,2023-03-01,34669,Card,Success
2125,58061,2022-11-18,59942,Card,Success
2126,36235,2024-04-27,31003,Card,Success
2127,17646,2023-01-09,15639,NetBanking,Failed
2128,64068,2023-03-29,39233,Card,Success
2129,17481,2022-12-22,24772,Cash,Success
2130,29393,2022-09-13,41425,UPI,Pending
2131,44250,2023-09-28,33820,UPI,Success
2132,10834,2023-02-13,46657,Cash,Success
2133,69517,2022-09-03,57010,Cash,Success
2134,33114,2022-10-13,58803,NetBanking,Success
2135,1419,2023-07-20,9267,UPI,Success
2136,44835,2022-01-08,14702,UPI,Success
